19920518,560.09,571.85,544.35,571.82,29992,61340000.00
19920519,590.41,598.11,571.82,598.11,47790,58722000.00
19920520,617.28,623.88,598.11,616.99,65646,119286000.00
19920521,1260.32,1334.98,604.01,1266.49,89657,181276992.00
19920522,1306.37,1349.71,1262.44,1339.99,93725,204172992.00
19920525,1411.98,1428.79,1339.99,1421.57,88969,222428992.00
19920526,1332.39,1429.01,1291.00,1301.35,68128,149448000.00
19920527,1250.56,1285.61,823.36,1193.17,64528,138824000.00
19920528,1123.04,1184.18,1114.94,1160.17,48389,117388000.00
19920529,1243.65,1253.37,1154.01,1234.71,51615,135996992.00
19920601,1175.69,1249.58,1129.28,1183.24,39394,105366000.00
19920602,1155.88,1184.28,1138.58,1141.02,34033,84509000.00
19920603,1075.90,1141.02,1033.47,1059.07,41002,91844000.00
19920604,1087.49,1118.93,1050.45,1104.46,43184,94263000.00
19920605,1125.01,1143.07,1099.91,1105.76,44007,100847000.00
19920608,1092.07,1121.41,1085.19,1093.46,28747,66441000.00
19920609,1116.92,1144.39,1079.65,1126.62,35100,81673000.00
19920610,1199.23,1206.51,1134.73,1187.02,58732,154616992.00
19920611,1179.28,1188.68,1172.09,1178.30,34897,107985000.00
19920612,1164.12,1178.30,1153.97,1171.71,47202,117698000.00
19920615,1174.41,1181.86,1152.69,1171.85,37747,93130000.00
19920616,1171.75,1135.60,1164.24,1166.70,35158,92530000.00
19920617,1171.29,1186.59,1166.26,1169.57,34755,90657000.00
19920618,1167.16,1172.86,1158.32,1168.43,29101,65289000.00
19920619,1169.97,1171.94,1161.80,1171.94,25146,60859000.00
19920622,1173.68,1180.21,1165.74,1169.90,27924,71392000.00
19920623,1162.83,1172.46,1154.62,1158.17,19490,56443000.00
19920624,1150.89,1158.17,1144.46,1151.06,16975,44772000.00
19920625,1153.48,1160.23,1148.02,1160.23,19846,58837000.00
19920626,1164.29,1207.82,1160.23,1164.67,29061,92243000.00
19920629,1168.89,1173.49,1156.68,1169.51,53610,114991000.00
19920630,1186.62,1193.16,1169.51,1191.19,58976,160259008.00
19920701,1199.54,1215.13,1182.05,1194.18,58330,122926000.00
